internal_id	form_key	location	method	gate	gate_name	level_min	level_max	slot_index	earliest_gate	gate_basis	confidence
583	Excadrill	Cerulean Cave B1F	wild-night	13	Giovanni-3	68	70	8	1	via-evolution	Measured
583	Excadrill	Cerulean Cave B1F	wild-night	13	Giovanni-3	68	70	9	1	via-evolution	Measured
584	Audino	Route 25	wild-day	2	Misty	16	18	9	2	direct	Measured
584	Audino	Route 25	wild-night	2	Misty	16	18	9	2	direct	Measured
584	Audino	Pokemon Mansion 1F	wild-day	11	Blaine	63	65	1	2	direct	Measured
584	Audino	Pokemon Mansion 1F	wild-night	11	Blaine	63	65	1	2	direct	Measured
584	Audino	Cerulean Cave 2F	wild-day	12	Archer-3	68	70	5	2	direct	Measured
584	Audino	Cerulean Cave 2F	wild-night	12	Archer-3	68	70	5	2	direct	Measured
584	Audino	Victory Road 1F	wild-day	16	Elite-4	80	82	4	2	direct	Measured
584	Audino	Victory Road 1F	wild-night	16	Elite-4	80	82	4	2	direct	Measured
585	Timburr	Mt. Moon 1F	wild-day	1	Archer-1	12	14	3	1	direct	Measured
587	Conkeldurr	Cerulean Cave 1F	wild-night	12	Archer-3	68	70	2	1	via-evolution	Measured
587	Conkeldurr	Cerulean Cave 1F	wild-night	12	Archer-3	68	70	3	1	via-evolution	Measured
588	Tympole	Mt. Moon 1F	wild-night	1	Archer-1	12	14	5	1	direct	Measured
590	Seismitoad	Safari Zone Area 2	wild-surf	10	May	56	58	3	1	via-evolution	Measured
590	Seismitoad	Safari Zone Area 2	wild-surf	10	May	56	58	4	1	via-evolution	Measured
590	Seismitoad	Cerulean Cave 1F	wild-day	12	Archer-3	68	70	6	1	via-evolution	Measured
590	Seismitoad	Cerulean Cave 1F	wild-day	12	Archer-3	68	70	7	1	via-evolution	Measured
590	Seismitoad	Cerulean Cave 1F	wild-night	12	Archer-3	68	70	6	1	via-evolution	Measured
590	Seismitoad	Cerulean Cave 1F	wild-night	12	Archer-3	68	70	7	1	via-evolution	Measured
590	Seismitoad	Cerulean Cave 1F	wild-superRod	12	Archer-3	53	55	0	1	via-evolution	Measured
590	Seismitoad	Cerulean Cave 1F	wild-surf	12	Archer-3	56	58	0	1	via-evolution	Measured
591	Throh	Mt. Moon 1F	wild-day	1	Archer-1	12	14	11	1	direct	Measured
591	Throh	Route 12	wild-day	9	Koga	50	52	4	1	direct	Measured
592	Sawk	Mt. Moon 1F	wild-night	1	Archer-1	12	14	11	1	direct	Measured
592	Sawk	Route 12	wild-night	9	Koga	50	52	4	1	direct	Measured
593	Sewaddle	Viridian Forest	wild-day	0	Brock	4	6	4	0	direct	Measured
594	Swadloon	Route 11	raid1	2	Misty	NA	NA	NA	0	via-evolution	Measured
594	Swadloon	Route 14	wild-day	9	Koga	48	50	1	0	via-evolution	Measured
594	Swadloon	Route 14	wild-night	9	Koga	48	50	1	0	via-evolution	Measured
596	Venipede	Route 8	raid1	3	Surge	NA	NA	NA	3	direct	Measured
596	Venipede	Route 8	wild-day	3	Surge	33	35	5	3	direct	Measured
596	Venipede	Route 8	wild-night	3	Surge	33	35	5	3	direct	Measured
597	Whirlipede	Route 14	wild-day	9	Koga	48	50	4	3	via-evolution	Measured
597	Whirlipede	Route 14	wild-day	9	Koga	48	50	5	3	via-evolution	Measured
599	Cottonee	Route 24	wild-night	2	Misty	14	16	1	2	direct	Measured
601	Petilil	Route 24	wild-day	2	Misty	14	16	1	2	direct	Measured
602	Lilligant	Treasure Beach	wild-day	17	Post-Game	84	85	2	2	via-evolution	Measured
602	Lilligant	Treasure Beach	wild-day	17	Post-Game	84	85	3	2	via-evolution	Measured
603	Basculin	Route 6	wild-goodRod	3	Surge	27	29	2	3	direct	Measured
603	Basculin	Safari Zone Area 1	wild-superRod	9	Koga	53	55	1	3	direct	Measured
603	Basculin	Safari Zone Area 4	wild-superRod	9	Koga	53	55	2	3	direct	Measured
603	Basculin	Safari Zone Moltres' Den	wild-superRod	10	May	53	55	2	3	direct	Measured
603	Basculin	Treasure Beach	wild-superRod	17	Post-Game	83	85	0	3	direct	Measured
603	Basculin	Treasure Beach	wild-superRod	17	Post-Game	83	85	1	3	direct	Measured
604	Sandile	Diglett's Cave 1F	wild-night	0	Brock	7	9	7	0	direct	Measured
604	Sandile	Mt. Moon B1F	wild-night	1	Archer-1	12	14	7	0	direct	Measured
604	Sandile	Diglett's Cave B1F	raid1	2	Misty	NA	NA	NA	0	direct	Measured
604	Sandile	Diglett's Cave B1F	wild-day	2	Misty	23	25	5	0	direct	Measured
604	Sandile	Diglett's Cave B1F	wild-night	2	Misty	23	25	5	0	direct	Measured
606	Krookodile	Pokemon Mansion 3F	wild-day	11	Blaine	63	65	8	0	via-evolution	Measured
606	Krookodile	Pokemon Mansion 3F	wild-day	11	Blaine	63	65	9	0	via-evolution	Measured
606	Krookodile	Pokemon Mansion 3F	wild-night	11	Blaine	63	65	8	0	via-evolution	Measured
606	Krookodile	Pokemon Mansion 3F	wild-night	11	Blaine	63	65	9	0	via-evolution	Measured
607	Darumaka	Route 9	wild-day	3	Surge	25	27	2	3	direct	Measured
608	Darmanitan	Mt Ember Exterior	wild-day	17	Post-Game	83	85	2	3	via-evolution	Measured
608	Darmanitan	Mt Ember Exterior	wild-day	17	Post-Game	83	85	3	3	via-evolution	Measured
608	Darmanitan	Mt Ember Interior	wild-day	17	Post-Game	83	85	6	3	via-evolution	Measured
608	Darmanitan	Mt Ember Interior	wild-day	17	Post-Game	83	85	7	3	via-evolution	Measured
608	Darmanitan	Mt Ember Exterior	wild-night	17	Post-Game	83	85	2	3	via-evolution	Measured
608	Darmanitan	Mt Ember Exterior	wild-night	17	Post-Game	83	85	3	3	via-evolution	Measured
608	Darmanitan	Mt Ember Interior	wild-night	17	Post-Game	83	85	6	3	via-evolution	Measured
608	Darmanitan	Mt Ember Interior	wild-night	17	Post-Game	83	85	7	3	via-evolution	Measured
609	Maractus	Route 11	wild-day	2	Misty	23	25	4	2	direct	Measured
610	Dwebble	Route 21 North	wild-day	0	Brock	4	6	4	0	direct	Measured
610	Dwebble	Route 21 North	wild-night	0	Brock	4	6	4	0	direct	Measured
610	Dwebble	Rock Tunnel 1F	wild-night	3	Surge	29	31	2	0	direct	Measured
611	Crustle	Bond Bridge	wild-day	17	Post-Game	83	85	5	0	via-evolution	Measured
611	Crustle	Bond Bridge	wild-day	17	Post-Game	84	85	4	0	via-evolution	Measured
611	Crustle	Bond Bridge	wild-night	17	Post-Game	83	85	5	0	via-evolution	Measured
611	Crustle	Bond Bridge	wild-night	17	Post-Game	84	85	4	0	via-evolution	Measured
612	Scraggy	Route 1	wild-night	0	Brock	2	4	3	0	direct	Measured
612	Scraggy	Route 11	raid1	2	Misty	NA	NA	NA	0	direct	Measured
612	Scraggy	Route 11	wild-night	2	Misty	23	25	6	0	direct	Measured
612	Scraggy	Route 11	wild-night	2	Misty	23	25	7	0	direct	Measured
614	Sigilyph	Route 11	wild-day	2	Misty	23	25	10	2	direct	Measured
614	Sigilyph	Route 11	wild-day	2	Misty	23	25	11	2	direct	Measured
614	Sigilyph	Route 11	wild-night	2	Misty	23	25	10	2	direct	Measured
614	Sigilyph	Route 11	wild-night	2	Misty	23	25	11	2	direct	Measured
614	Sigilyph	Route 15	raid3	9	Koga	NA	NA	NA	2	direct	Measured
614	Sigilyph	Route 15	wild-day	9	Koga	49	51	6	2	direct	Measured
614	Sigilyph	Route 15	wild-day	9	Koga	49	51	7	2	direct	Measured
614	Sigilyph	Route 15	wild-night	9	Koga	49	51	6	2	direct	Measured
614	Sigilyph	Route 15	wild-night	9	Koga	49	51	7	2	direct	Measured
615	Yamask	Diglett's Cave 1F	wild-day	0	Brock	7	9	3	0	direct	Measured
616	Cofagrigus	Pokemon Tower 3F	wild-day	3	Surge	45	47	1	0	via-evolution	Measured
616	Cofagrigus	Pokemon Tower 4F	wild-day	3	Surge	45	47	1	0	via-evolution	Measured
616	Cofagrigus	Pokemon Tower 5F	wild-day	3	Surge	45	47	1	0	via-evolution	Measured
616	Cofagrigus	Pokemon Tower 6F	wild-day	3	Surge	45	47	1	0	via-evolution	Measured
616	Cofagrigus	Pokemon Tower 7F	wild-day	6	Archer-2	45	47	1	0	via-evolution	Measured
617	Tirtouga	Vermilion City Pokemon Fan Club	fixed-gift	2	Misty	NA	NA	NA	2	direct	Measured
619	Archen	Vermilion City Pokemon Fan Club	fixed-gift	2	Misty	NA	NA	NA	2	direct	Measured
621	Trubbish	Route 6	wild-night	2	Misty	16	18	2	2	direct	Measured
622	Garbodor	Pokemon Mansion 2F	wild-day	11	Blaine	63	65	1	2	via-evolution	Measured
622	Garbodor	Pokemon Mansion B1F	wild-day	11	Blaine	63	65	1	2	via-evolution	Measured
622	Garbodor	Pokemon Mansion 2F	wild-night	11	Blaine	63	65	1	2	via-evolution	Measured
622	Garbodor	Pokemon Mansion B1F	wild-night	11	Blaine	63	65	1	2	via-evolution	Measured
623	Zorua	Route 10	raid1	3	Surge	NA	NA	NA	3	direct	Measured
623	Zorua	Safari Zone Area 2	wild-day	9	Koga	50	52	6	3	direct	Measured
623	Zorua	Safari Zone Area 2	wild-day	9	Koga	50	52	7	3	direct	Measured
625	Minccino	Route 8	wild-day	3	Surge	33	35	1	3	direct	Measured
625	Minccino	Route 8	wild-night	3	Surge	33	35	1	3	direct	Measured
627	Gothita	Route 5	wild-night	2	Misty	18	20	2	2	direct	Measured
627	Gothita	Route 5	wild-night	2	Misty	18	20	7	2	direct	Measured
630	Solosis	Route 5	wild-day	2	Misty	18	20	2	2	direct	Measured
630	Solosis	Route 5	wild-day	2	Misty	18	20	7	2	direct	Measured
632	Reuniclus	Cerulean Cave 2F	wild-night	12	Archer-3	68	70	6	2	via-evolution	Measured
632	Reuniclus	Cerulean Cave 2F	wild-night	12	Archer-3	68	70	7	2	via-evolution	Measured
633	Ducklett	Route 11	wild-day	2	Misty	23	25	1	2	direct	Measured
633	Ducklett	Route 11	wild-night	2	Misty	23	25	1	2	direct	Measured
635	Vanillite	Route 8	wild-day	3	Surge	33	35	2	3	direct	Measured
635	Vanillite	Route 8	wild-night	3	Surge	33	35	2	3	direct	Measured
637	Vanilluxe	Seafoam Islands B2F	wild-day	10	May	62	64	2	3	via-evolution	Measured
637	Vanilluxe	Seafoam Islands B2F	wild-day	10	May	62	64	3	3	via-evolution	Measured
637	Vanilluxe	Seafoam Islands B2F	wild-night	10	May	62	64	2	3	via-evolution	Measured
637	Vanilluxe	Seafoam Islands B2F	wild-night	10	May	62	64	3	3	via-evolution	Measured
638	Deerling	Route 7	wild-day	3	Surge	36	38	0	3	direct	Measured
640	Emolga	Route 10	wild-night	3	Surge	27	29	6	3	direct	Measured
640	Emolga	Route 10	wild-night	3	Surge	27	29	7	3	direct	Measured
641	Karrablast	Route 25	wild-day	2	Misty	16	18	4	2	direct	Measured
641	Karrablast	Route 25	wild-night	2	Misty	16	18	4	2	direct	Measured
642	Escavalier	Route 16	wild-day	3	Surge	36	38	10	2	via-evolution	Measured
642	Escavalier	Route 16	wild-night	3	Surge	36	38	10	2	via-evolution	Measured
643	Foongus	Route 8	wild-night	3	Surge	33	35	0	3	direct	Measured
644	Amoonguss	Route 14	raid3	9	Koga	NA	NA	NA	3	via-evolution	Measured
644	Amoonguss	Route 15	wild-day	9	Koga	49	51	0	3	via-evolution	Measured
644	Amoonguss	Route 15	wild-night	9	Koga	49	51	0	3	via-evolution	Measured
645	Frillish	Route 11	wild-goodRod	3	Surge	27	29	1	3	direct	Measured
645	Frillish	Vermilion City	wild-goodRod	3	Surge	27	29	0	3	direct	Measured
645	Frillish	Safari Zone Area 1	wild-surf	10	May	56	58	0	3	direct	Measured
646	Jellicent	Route 19	wild-surf	10	May	56	58	1	3	via-evolution	Measured
646	Jellicent	Route 21 South	wild-surf	10	May	56	58	3	3	via-evolution	Measured
646	Jellicent	Route 21 South	wild-surf	10	May	56	58	4	3	via-evolution	Measured
646	Jellicent	Safari Zone Area 1	wild-surf	10	May	56	58	2	3	via-evolution	Measured
647	Alomomola	Route 11	wild-superRod	9	Koga	53	55	2	9	direct	Measured
647	Alomomola	Safari Zone Area 1	wild-superRod	9	Koga	53	55	0	9	direct	Measured
647	Alomomola	Vermilion City	wild-superRod	9	Koga	53	55	2	9	direct	Measured
647	Alomomola	Bond Bridge	wild-superRod	17	Post-Game	83	85	0	9	direct	Measured
647	Alomomola	Bond Bridge	wild-superRod	17	Post-Game	83	85	1	9	direct	Measured
648	Joltik	Viridian Forest	wild-day	0	Brock	4	6	11	0	direct	Measured
648	Joltik	Viridian Forest	wild-day	0	Brock	5	7	10	0	direct	Measured
649	Galvantula	Route 15	wild-day	9	Koga	49	51	3	0	via-evolution	Measured
649	Galvantula	Route 15	wild-night	9	Koga	49	51	3	0	via-evolution	Measured
650	Ferroseed	Rock Tunnel B1F	raid1	3	Surge	NA	NA	NA	3	direct	Measured
650	Ferroseed	Rock Tunnel 1F	wild-day	3	Surge	29	31	7	3	direct	Measured
650	Ferroseed	Rock Tunnel 1F	wild-night	3	Surge	29	31	7	3	direct	Measured
651	Ferrothorn	Route 15	wild-day	9	Koga	49	51	8	3	via-evolution	Measured
651	Ferrothorn	Route 15	wild-day	9	Koga	49	51	9	3	via-evolution	Measured
651	Ferrothorn	Route 15	wild-night	9	Koga	49	51	8	3	via-evolution	Measured
651	Ferrothorn	Route 15	wild-night	9	Koga	49	51	9	3	via-evolution	Measured
652	Klink	Diglett's Cave B1F	raid1	2	Misty	NA	NA	NA	2	direct	Measured
655	Tynamo	Route 10	wild-oldRod	3	Surge	2	4	1	3	direct	Measured
657	Eelektross	Power Plant	wild-day	10	May	63	65	3	3	via-evolution	Measured
657	Eelektross	Kindle Road	wild-night	17	Post-Game	83	85	8	3	via-evolution	Measured
657	Eelektross	Kindle Road	wild-night	17	Post-Game	83	85	9	3	via-evolution	Measured
657	Eelektross	Kindle Road	wild-night	17	Post-Game	83	85	10	3	via-evolution	Measured
657	Eelektross	Kindle Road	wild-night	17	Post-Game	83	85	11	3	via-evolution	Measured
658	Elgyem	Mt. Moon 1F	wild-day	1	Archer-1	12	14	10	1	direct	Measured
658	Elgyem	Mt. Moon 1F	wild-night	1	Archer-1	12	14	10	1	direct	Measured
661	Lampent	Pokemon Tower 3F	wild-day	3	Surge	45	47	10	3	direct	Measured
661	Lampent	Pokemon Tower 3F	wild-day	3	Surge	45	47	11	3	direct	Measured
661	Lampent	Pokemon Tower 4F	wild-day	3	Surge	45	47	10	3	direct	Measured
661	Lampent	Pokemon Tower 4F	wild-day	3	Surge	45	47	11	3	direct	Measured
661	Lampent	Pokemon Tower 5F	wild-day	3	Surge	45	47	10	3	direct	Measured
661	Lampent	Pokemon Tower 5F	wild-day	3	Surge	45	47	11	3	direct	Measured
661	Lampent	Pokemon Tower 6F	wild-day	3	Surge	45	47	10	3	direct	Measured
661	Lampent	Pokemon Tower 6F	wild-day	3	Surge	45	47	11	3	direct	Measured
661	Lampent	Pokemon Tower 3F	wild-night	3	Surge	45	47	10	3	direct	Measured
661	Lampent	Pokemon Tower 3F	wild-night	3	Surge	45	47	11	3	direct	Measured
661	Lampent	Pokemon Tower 4F	wild-night	3	Surge	45	47	10	3	direct	Measured
661	Lampent	Pokemon Tower 4F	wild-night	3	Surge	45	47	11	3	direct	Measured
661	Lampent	Pokemon Tower 5F	wild-night	3	Surge	45	47	10	3	direct	Measured
661	Lampent	Pokemon Tower 5F	wild-night	3	Surge	45	47	11	3	direct	Measured
661	Lampent	Pokemon Tower 6F	wild-night	3	Surge	45	47	10	3	direct	Measured
661	Lampent	Pokemon Tower 6F	wild-night	3	Surge	45	47	11	3	direct	Measured
663	Axew	Pewter City	wild-day	0	Brock	7	9	10	0	direct	Measured
663	Axew	Pewter City	wild-night	0	Brock	7	9	10	0	direct	Measured
663	Axew	Safari Zone Area 3	wild-day	9	Koga	50	52	10	0	direct	Measured
663	Axew	Safari Zone Area 3	wild-day	9	Koga	50	52	11	0	direct	Measured
663	Axew	Safari Zone Area 3	wild-night	9	Koga	50	52	10	0	direct	Measured
663	Axew	Safari Zone Area 3	wild-night	9	Koga	50	52	11	0	direct	Measured
666	Cubchoo	Viridian City	wild-day	0	Brock	4	6	5	0	direct	Measured
666	Cubchoo	Viridian City	wild-night	0	Brock	4	6	5	0	direct	Measured
666	Cubchoo	Rock Tunnel B1F	wild-day	3	Surge	30	32	8	0	direct	Measured
666	Cubchoo	Rock Tunnel B1F	wild-day	3	Surge	30	32	9	0	direct	Measured
667	Beartic	Seafoam Islands B1F	wild-day	10	May	62	64	2	0	via-evolution	Measured
667	Beartic	Seafoam Islands B1F	wild-day	10	May	62	64	3	0	via-evolution	Measured
667	Beartic	Seafoam Islands B1F	wild-night	10	May	62	64	2	0	via-evolution	Measured
667	Beartic	Seafoam Islands B1F	wild-night	10	May	62	64	3	0	via-evolution	Measured
668	Cryogonal	Rock Tunnel B1F	wild-night	3	Surge	30	32	5	3	direct	Measured
668	Cryogonal	Seafoam Islands B2F	wild-day	10	May	62	64	8	3	direct	Measured
668	Cryogonal	Seafoam Islands B2F	wild-day	10	May	62	64	9	3	direct	Measured
668	Cryogonal	Seafoam Islands B2F	wild-night	10	May	62	64	8	3	direct	Measured
668	Cryogonal	Seafoam Islands B2F	wild-night	10	May	62	64	9	3	direct	Measured
669	Shelmet	Route 9	raid1	3	Surge	NA	NA	NA	3	direct	Measured
669	Shelmet	Route 9	wild-day	3	Surge	25	27	0	3	direct	Measured
669	Shelmet	Route 9	wild-night	3	Surge	25	27	0	3	direct	Measured
671	Stunfisk	Diglett's Cave B1F	wild-day	2	Misty	23	25	2	2	direct	Measured
671	Stunfisk	Rock Tunnel Magearna's Chamber	wild-night	17	Post-Game	83	85	5	2	direct	Measured
671	Stunfisk	Rock Tunnel Magearna's Chamber	wild-night	17	Post-Game	84	85	4	2	direct	Measured
672	Mienfoo	Route 1	wild-day	0	Brock	2	4	3	0	direct	Measured
672	Mienfoo	Route 6	raid1	2	Misty	NA	NA	NA	0	direct	Measured
672	Mienfoo	Route 7	wild-day	3	Surge	36	38	8	0	direct	Measured
672	Mienfoo	Route 7	wild-day	3	Surge	36	38	9	0	direct	Measured
672	Mienfoo	Route 7	wild-night	3	Surge	36	38	8	0	direct	Measured
672	Mienfoo	Route 7	wild-night	3	Surge	36	38	9	0	direct	Measured
674	Druddigon	Safari Zone Area 4	wild-day	9	Koga	50	52	0	9	direct	Measured
674	Druddigon	Safari Zone Area 4	wild-day	9	Koga	50	52	1	9	direct	Measured
674	Druddigon	Safari Zone Area 4	wild-night	9	Koga	50	52	0	9	direct	Measured
674	Druddigon	Safari Zone Area 4	wild-night	9	Koga	50	52	1	9	direct	Measured
675	Golett	Diglett's Cave B1F	wild-day	2	Misty	23	25	4	2	direct	Measured
675	Golett	Diglett's Cave B1F	wild-day	2	Misty	23	25	8	2	direct	Measured
676	Golurk	Viridian Forest Heart	raid3	0	Brock	NA	NA	NA	0	direct	Measured
677	Pawniard	Mt. Moon B2F	wild-day	1	Archer-1	12	14	2	1	direct	Measured
677	Pawniard	Mt. Moon B2F	wild-night	1	Archer-1	12	14	2	1	direct	Measured
678	Bisharp	Safari Zone Area 3	wild-day	9	Koga	50	52	4	1	via-evolution	Measured
678	Bisharp	Safari Zone Area 3	wild-day	9	Koga	50	52	5	1	via-evolution	Measured
678	Bisharp	Safari Zone Area 3	wild-night	9	Koga	50	52	4	1	via-evolution	Measured
678	Bisharp	Safari Zone Area 3	wild-night	9	Koga	50	52	5	1	via-evolution	Measured
679	Bouffalant	Route 8	wild-day	3	Surge	33	35	3	3	direct	Measured
679	Bouffalant	Route 8	wild-day	3	Surge	33	35	4	3	direct	Measured
680	Rufflet	Route 7	wild-day	3	Surge	36	38	2	3	direct	Measured
680	Rufflet	Route 7	wild-day	3	Surge	36	38	3	3	direct	Measured
680	Rufflet	Route 9	wild-day	3	Surge	25	27	5	3	direct	Measured
680	Rufflet	Route 9	wild-night	3	Surge	25	27	5	3	direct	Measured
682	Vullaby	Route 7	wild-night	3	Surge	36	38	2	3	direct	Measured
682	Vullaby	Route 7	wild-night	3	Surge	36	38	3	3	direct	Measured
684	Heatmor	Rock Tunnel 1F	wild-day	3	Surge	29	31	9	3	direct	Measured
684	Heatmor	Rock Tunnel 1F	wild-night	3	Surge	29	31	9	3	direct	Measured
684	Heatmor	Pokemon Mansion 2F	wild-day	11	Blaine	63	65	4	3	direct	Measured
684	Heatmor	Pokemon Mansion 2F	wild-night	11	Blaine	63	65	4	3	direct	Measured
685	Durant	Rock Tunnel 1F	wild-day	3	Surge	29	31	10	3	direct	Measured
685	Durant	Rock Tunnel 1F	wild-day	3	Surge	29	31	11	3	direct	Measured
685	Durant	Route 16	wild-day	3	Surge	36	38	5	3	direct	Measured
685	Durant	Rock Tunnel 1F	wild-night	3	Surge	29	31	10	3	direct	Measured
685	Durant	Rock Tunnel 1F	wild-night	3	Surge	29	31	11	3	direct	Measured
685	Durant	Route 16	wild-night	3	Surge	36	38	5	3	direct	Measured
685	Durant	Route 14	wild-day	9	Koga	48	50	8	3	direct	Measured
685	Durant	Route 14	wild-day	9	Koga	48	50	9	3	direct	Measured
685	Durant	Route 14	wild-night	9	Koga	48	50	8	3	direct	Measured
685	Durant	Route 14	wild-night	9	Koga	48	50	9	3	direct	Measured
685	Durant	Berry Forest	wild-day	17	Post-Game	83	85	10	3	direct	Measured
685	Durant	Berry Forest	wild-day	17	Post-Game	83	85	11	3	direct	Measured
685	Durant	Berry Forest	wild-night	17	Post-Game	83	85	10	3	direct	Measured
685	Durant	Berry Forest	wild-night	17	Post-Game	83	85	11	3	direct	Measured
686	Deino	Celadon City Game Corner Exchange	fixed-gift	6	Archer-2	NA	NA	NA	6	direct	Measured
689	Larvesta	Celadon City Game Corner Exchange	fixed-gift	6	Archer-2	NA	NA	NA	6	direct	Measured
690	Volcarona	Victory Road 1F	wild-day	16	Elite-4	80	82	6	6	via-evolution	Measured
690	Volcarona	Victory Road 1F	wild-night	16	Elite-4	80	82	6	6	via-evolution	Measured
690	Volcarona	Mt Ember Exterior	wild-day	17	Post-Game	83	85	8	6	via-evolution	Measured
690	Volcarona	Mt Ember Exterior	wild-day	17	Post-Game	83	85	9	6	via-evolution	Measured
690	Volcarona	Mt Ember Exterior	wild-day	17	Post-Game	83	85	10	6	via-evolution	Measured
690	Volcarona	Mt Ember Exterior	wild-day	17	Post-Game	83	85	11	6	via-evolution	Measured
690	Volcarona	Mt Ember Exterior	wild-night	17	Post-Game	83	85	8	6	via-evolution	Measured
690	Volcarona	Mt Ember Exterior	wild-night	17	Post-Game	83	85	9	6	via-evolution	Measured
690	Volcarona	Mt Ember Exterior	wild-night	17	Post-Game	83	85	10	6	via-evolution	Measured
690	Volcarona	Mt Ember Exterior	wild-night	17	Post-Game	83	85	11	6	via-evolution	Measured
691	Cobalion	Mt. Moon B2F	fixed-overworld	9	Koga	NA	NA	NA	9	direct	Measured
692	Terrakion	Rock Tunnel B1F	fixed-overworld	9	Koga	NA	NA	NA	9	direct	Measured
693	Virizion	Viridian Forest Heart	fixed-overworld	9	Koga	NA	NA	NA	9	direct	Measured
694	Tornadus	Viridian City	fixed-roaming	15	Brendan	NA	NA	NA	15	direct	Measured
695	Thundurus	Viridian City	fixed-roaming	15	Brendan	NA	NA	NA	15	direct	Measured
698	Landorus	Viridian City	fixed-roaming	15	Brendan	NA	NA	NA	15	direct	Measured
699	Kyurem	Seafoam Islands B1F	raid6	10	May	NA	NA	NA	10	direct	Measured
700	Keldeo	Seafoam Islands B2F	fixed-overworld	10	May	NA	NA	NA	10	direct	Measured
701	Meloetta	Victory Road 2F	raid5	16	Elite-4	NA	NA	NA	16	direct	Measured
702	Genesect	Victory Road 2F	raid5	16	Elite-4	NA	NA	NA	16	direct	Measured
706	Klawf	Route 25	raid1	2	Misty	NA	NA	NA	2	direct	Measured
706	Klawf	Route 24	wild-day	2	Misty	14	16	10	2	direct	Measured
706	Klawf	Route 24	wild-day	2	Misty	14	16	11	2	direct	Measured
706	Klawf	Route 24	wild-night	2	Misty	14	16	10	2	direct	Measured
706	Klawf	Route 24	wild-night	2	Misty	14	16	11	2	direct	Measured
707	Burmy	Viridian Forest	wild-day	0	Brock	4	6	3	0	direct	Measured
708	Burmy	Viridian Forest	wild-night	0	Brock	4	6	3	0	direct	Measured
708	Burmy	Viridian Forest Heart	wild-night	0	Brock	4	6	3	0	direct	Measured
711	Shellos	Route 2	raid1	0	Brock	NA	NA	NA	0	direct	Measured
711	Shellos	Route 10	wild-goodRod	3	Surge	27	29	1	0	direct	Measured
736	Basculin-Blue-Striped	Route 10	wild-superRod	9	Koga	53	55	2	9	direct	Measured
736	Basculin-Blue-Striped	Route 22	wild-superRod	9	Koga	53	55	2	9	direct	Measured
736	Basculin-Blue-Striped	Route 20	wild-superRod	10	May	53	55	1	9	direct	Measured
736	Basculin-Blue-Striped	Route 19	wild-surf	10	May	56	58	2	9	direct	Measured
738	Deerling	Viridian City	wild-day	0	Brock	3	5	6	0	direct	Measured
739	Deerling	Viridian City	wild-night	0	Brock	3	5	6	0	direct	Measured
740	Deerling	Route 7	wild-night	3	Surge	36	38	0	3	direct	Measured
747	Ting-Lu	Viridian City	fixed-roaming	15	Brendan	NA	NA	NA	15	direct	Measured
748	Chien-Pao	Viridian City	fixed-roaming	15	Brendan	NA	NA	NA	15	direct	Measured
749	Wo-Chien	Viridian City	fixed-roaming	15	Brendan	NA	NA	NA	15	direct	Measured
750	Chi-Yu	Viridian City	fixed-roaming	15	Brendan	NA	NA	NA	15	direct	Measured
758	Chespin	Pallet Town Oak's Lab	fixed-gift	0	Brock	NA	NA	NA	0	direct	Measured
758	Chespin	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	0	direct	Measured
761	Fennekin	Pallet Town Oak's Lab	fixed-gift	0	Brock	NA	NA	NA	0	direct	Measured
761	Fennekin	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	0	direct	Measured
764	Froakie	Pallet Town Oak's Lab	fixed-gift	0	Brock	NA	NA	NA	0	direct	Measured
764	Froakie	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	0	direct	Measured
767	Bunnelby	Route 11	wild-day	2	Misty	23	25	5	2	direct	Measured
767	Bunnelby	Route 11	wild-night	2	Misty	23	25	5	2	direct	Measured
769	Fletchling	Route 3	raid1	1	Archer-1	NA	NA	NA	1	direct	Measured
769	Fletchling	Route 3	wild-day	1	Archer-1	10	12	0	1	direct	Measured
769	Fletchling	Route 3	wild-night	1	Archer-1	10	12	0	1	direct	Measured
771	Talonflame	Route 13	wild-night	9	Koga	48	50	0	1	via-evolution	Measured
772	Scatterbug	Viridian Forest	wild-day	0	Brock	4	6	5	0	direct	Measured
775	Litleo	Route 2	wild-day	0	Brock	4	6	7	0	direct	Measured
775	Litleo	Route 3	wild-day	1	Archer-1	10	12	8	0	direct	Measured
775	Litleo	Route 3	wild-night	1	Archer-1	10	12	8	0	direct	Measured
775	Litleo	Route 6	raid1	2	Misty	NA	NA	NA	0	direct	Measured
776	Pyroar	Route 13	wild-night	9	Koga	48	50	1	0	via-evolution	Measured
776	Pyroar	Mt Ember Exterior	wild-day	17	Post-Game	83	85	4	0	via-evolution	Measured
776	Pyroar	Mt Ember Interior	wild-day	17	Post-Game	83	85	5	0	via-evolution	Measured
776	Pyroar	Mt Ember Interior	wild-day	17	Post-Game	84	85	4	0	via-evolution	Measured
776	Pyroar	Mt Ember Interior	wild-night	17	Post-Game	83	85	5	0	via-evolution	Measured
776	Pyroar	Mt Ember Interior	wild-night	17	Post-Game	84	85	4	0	via-evolution	Measured
777	Flabébé	Route 22	wild-night	0	Brock	3	5	4	0	direct	Measured
