trainer_id	name	trainer_class	role	location	mode	cap_index	cap_name	level_cap	is_level_scaled	boss_key	party_size	roster	roster_species	max_level	min_level	offensive_types	mean_base_speed	fastest_member	slowest_member	shared_weaknesses	team_resisted_by	strategy_notes	source_record	confidence	notes
227	Fisherman Hank	NA	route	Route 12	normal	3	Surge	34	FALSE	3|Route 12|Fisherman Hank	1	Veluza:36:36:Sharpness:NONE:Impish:10/10/10/10/10/10:0/0/0/0/0/0:Fillet Away,Final Gambit,Night Slash,Aqua Cutter	Veluza	36	36	Fighting,Water,Dark	70.0	Veluza	Veluza	NONE	NONE	1 slots, levels 36-36. Offense covers 3 types. No weakness shared by half the team. Speed spans 70-70 base, fastest Veluza, slowest Veluza.	data.js:trainers[227].normal	Measured	derived: team analysis; strategy_notes Inferred
227	Fisherman Hank	NA	route	Route 12	hardcore	3	Surge	34	FALSE	3|Route 12|Fisherman Hank	1	Veluza:36:36:Sharpness:NONE:Impish:10/10/10/10/10/10:0/0/0/0/0/0:Fillet Away,Final Gambit,Night Slash,Aqua Cutter	Veluza	36	36	Fighting,Water,Dark	70.0	Veluza	Veluza	NONE	NONE	1 slots, levels 36-36. Offense covers 3 types. No weakness shared by half the team. Speed spans 70-70 base, fastest Veluza, slowest Veluza.	data.js:trainers[227].hardcore	Measured	derived: team analysis; strategy_notes Inferred
228	Fisherman Elliot	NA	boss_candidate	Route 12	normal	3	Surge	34	FALSE	3|Route 12|Fisherman Elliot	4	Whiscash:35:35:Water Bubble:NONE:Hardy:10/10/10/10/10/10:0/0/0/0/0/0:Wave Crash,Dragon Dance,Future Sight,Muddy Water|Luvdisc:36:36:Soul-Heart:NONE:Brave:10/10/10/10/10/10:0/0/0/0/0/0:Moonblast,Safeguard,Hydro Pump,Soak|Dondozo:37:37:Water Veil:NONE:Sassy:10/10/10/10/10/10:0/0/0/0/0/0:Wave Crash,Double-Edge,Heavy Slam,Sleep Talk|Seadra:35:35:Damp:NONE:Hardy:10/10/10/10/10/10:0/0/0/0/0/0:Dragon Dance,Dragon Pulse,Agility,Brine	Whiscash,Luvdisc,Dondozo,Seadra	37	35	Normal,Steel,Water,Psychic,Dragon,Fairy	69.2	Luvdisc	Dondozo	Grass,Electric	NONE	4 slots, levels 35-37. Offense covers 6 types. Shared weakness: Grass, Electric. Speed spans 35-97 base, fastest Luvdisc, slowest Dondozo.	data.js:trainers[228].normal	Measured	derived: team analysis; strategy_notes Inferred
228	Fisherman Elliot	NA	boss_candidate	Route 12	hardcore	3	Surge	34	FALSE	3|Route 12|Fisherman Elliot	4	Whiscash:35:35:Water Bubble:NONE:Hardy:10/10/10/10/10/10:0/0/0/0/0/0:Wave Crash,Dragon Dance,Future Sight,Muddy Water|Luvdisc:36:36:Soul-Heart:NONE:Brave:10/10/10/10/10/10:0/0/0/0/0/0:Moonblast,Safeguard,Hydro Pump,Soak|Dondozo:37:37:Water Veil:NONE:Sassy:10/10/10/10/10/10:0/0/0/0/0/0:Wave Crash,Double-Edge,Heavy Slam,Sleep Talk|Seadra:35:35:Damp:NONE:Hardy:10/10/10/10/10/10:0/0/0/0/0/0:Dragon Dance,Dragon Pulse,Agility,Brine	Whiscash,Luvdisc,Dondozo,Seadra	37	35	Normal,Steel,Water,Psychic,Dragon,Fairy	69.2	Luvdisc	Dondozo	Grass,Electric	NONE	4 slots, levels 35-37. Offense covers 6 types. Shared weakness: Grass, Electric. Speed spans 35-97 base, fastest Luvdisc, slowest Dondozo.	data.js:trainers[228].hardcore	Measured	derived: team analysis; strategy_notes Inferred
229	Fisherman Ronald	NA	boss_candidate	Route 21 North	normal	10	May	73	FALSE	10|Route 21 North|Fisherman Ronald	4	Seaking:64:64:Rain Dish:NONE:Bold:10/10/10/10/10/10:0/0/0/0/0/0:Fishious Rend,Soak,Waterfall,Agility|Sharpedo:64:64:Speed Boost:NONE:Lonely:10/10/10/10/10/10:0/0/0/0/0/0:Aqua Fang,Taunt,Skull Bash,Agility|Cloyster:64:64:Overcoat:NONE:Impish:10/10/10/10/10/10:0/0/0/0/0/0:Shell Smash,Icicle Crash,Spikes,Ice Shard|Shellder:64:64:Overcoat:NONE:Hasty:10/10/10/10/10/10:0/0/0/0/0/0:Shell Smash,Hydro Pump,Ice Beam,Iron Defense	Seaking,Sharpedo,Cloyster,Shellder	64	64	Normal,Water,Ice	68.2	Sharpedo	Shellder	Grass,Electric,Fighting	NONE	4 slots, levels 64-64. Offense covers 3 types. Shared weakness: Grass, Electric, Fighting. Speed spans 40-95 base, fastest Sharpedo, slowest Shellder.	data.js:trainers[229].normal	Measured	derived: team analysis; strategy_notes Inferred
229	Fisherman Ronald	NA	boss_candidate	Route 21 North	hardcore	10	May	73	FALSE	10|Route 21 North|Fisherman Ronald	4	Seaking:64:64:Rain Dish:NONE:Bold:10/10/10/10/10/10:0/0/0/0/0/0:Fishious Rend,Soak,Waterfall,Agility|Sharpedo:64:64:Speed Boost:NONE:Lonely:10/10/10/10/10/10:0/0/0/0/0/0:Aqua Fang,Taunt,Skull Bash,Agility|Cloyster:64:64:Overcoat:NONE:Impish:10/10/10/10/10/10:0/0/0/0/0/0:Shell Smash,Icicle Crash,Spikes,Ice Shard|Shellder:64:64:Overcoat:NONE:Hasty:10/10/10/10/10/10:0/0/0/0/0/0:Shell Smash,Hydro Pump,Ice Beam,Iron Defense	Seaking,Sharpedo,Cloyster,Shellder	64	64	Normal,Water,Ice	68.2	Sharpedo	Shellder	Grass,Electric,Fighting	NONE	4 slots, levels 64-64. Offense covers 3 types. Shared weakness: Grass, Electric, Fighting. Speed spans 40-95 base, fastest Sharpedo, slowest Shellder.	data.js:trainers[229].hardcore	Measured	derived: team analysis; strategy_notes Inferred
230	Fisherman Claude	NA	route	Route 21 South	normal	10	May	73	FALSE	10|Route 21 South|Fisherman Claude	2	Basculin:64:64:Mold Breaker:NONE:Lax:10/10/10/10/10/10:0/0/0/0/0/0:Wave Crash,Waterfall,Head Smash,Aqua Fang|Dhelmise:65:65:UNK:NONE:Docile:10/10/10/10/10/10:0/0/0/0/0/0:Spirit Shackle,Power Whip,Phantom Force,Heavy Slam	Basculin,Dhelmise	65	64	Rock,Ghost,Steel,Water,Grass	69.0	Basculin	Dhelmise	NONE	NONE	2 slots, levels 64-65. Offense covers 5 types. No weakness shared by half the team. Speed spans 40-98 base, fastest Basculin, slowest Dhelmise.	data.js:trainers[230].normal	Measured	derived: team analysis; strategy_notes Inferred
230	Fisherman Claude	NA	route	Route 21 South	hardcore	10	May	73	FALSE	10|Route 21 South|Fisherman Claude	2	Basculin:64:64:Mold Breaker:NONE:Lax:10/10/10/10/10/10:0/0/0/0/0/0:Wave Crash,Waterfall,Head Smash,Aqua Fang|Dhelmise:65:65:UNK:NONE:Docile:10/10/10/10/10/10:0/0/0/0/0/0:Spirit Shackle,Power Whip,Phantom Force,Heavy Slam	Basculin,Dhelmise	65	64	Rock,Ghost,Steel,Water,Grass	69.0	Basculin	Dhelmise	NONE	NONE	2 slots, levels 64-65. Offense covers 5 types. No weakness shared by half the team. Speed spans 40-98 base, fastest Basculin, slowest Dhelmise.	data.js:trainers[230].hardcore	Measured	derived: team analysis; strategy_notes Inferred
231	Fisherman Wade	NA	boss_candidate	Route 21 North	normal	10	May	73	FALSE	10|Route 21 North|Fisherman Wade	6	Magikarp:70:70:Hydration:NONE:Bold:10/10/10/10/10/10:0/0/0/0/0/0:Flail,Tackle,Splash|Feebas:70:70:Adaptability:NONE:Naive:10/10/10/10/10/10:0/0/0/0/0/0:Flail,Tackle,Splash|Gyarados:64:64:Moxie:NONE:Naughty:10/10/10/10/10/10:0/0/0/0/0/0:Dragon Dance,Bounce,Hyper Beam,Rain Dance|Milotic:63:63:Cute Charm:NONE:Bashful:10/10/10/10/10/10:0/0/0/0/0/0:Bouncy Bubble,Rain Dance,Hydro Pump,Coil|Alomomola:62:62:Regenerator:NONE:Sassy:10/10/10/10/10/10:0/0/0/0/0/0:Whirlpool,Safeguard,Brine,Wish|Luvdisc:65:65:Soul-Heart:NONE:Modest:10/10/10/10/10/10:0/0/0/0/0/0:Moonblast,Safeguard,Hydro Pump,Soak	Magikarp,Feebas,Gyarados,Milotic,Alomomola,Luvdisc	70	62	Normal,Flying,Water,Fairy	81.5	Luvdisc	Alomomola	Grass,Electric	NONE	6 slots, levels 62-70. Offense covers 4 types. Shared weakness: Grass, Electric. Speed spans 65-97 base, fastest Luvdisc, slowest Alomomola.	data.js:trainers[231].normal	Measured	derived: team analysis; strategy_notes Inferred
231	Fisherman Wade	NA	boss_candidate	Route 21 North	hardcore	10	May	73	FALSE	10|Route 21 North|Fisherman Wade	6	Magikarp:70:70:Hydration:NONE:Bold:10/10/10/10/10/10:0/0/0/0/0/0:Flail,Tackle,Splash|Feebas:70:70:Adaptability:NONE:Naive:10/10/10/10/10/10:0/0/0/0/0/0:Flail,Tackle,Splash|Gyarados:64:64:Moxie:NONE:Naughty:10/10/10/10/10/10:0/0/0/0/0/0:Dragon Dance,Bounce,Hyper Beam,Rain Dance|Milotic:63:63:Cute Charm:NONE:Bashful:10/10/10/10/10/10:0/0/0/0/0/0:Bouncy Bubble,Rain Dance,Hydro Pump,Coil|Alomomola:62:62:Regenerator:NONE:Sassy:10/10/10/10/10/10:0/0/0/0/0/0:Whirlpool,Safeguard,Brine,Wish|Luvdisc:65:65:Soul-Heart:NONE:Modest:10/10/10/10/10/10:0/0/0/0/0/0:Moonblast,Safeguard,Hydro Pump,Soak	Magikarp,Feebas,Gyarados,Milotic,Alomomola,Luvdisc	70	62	Normal,Flying,Water,Fairy	81.5	Luvdisc	Alomomola	Grass,Electric	NONE	6 slots, levels 62-70. Offense covers 4 types. Shared weakness: Grass, Electric. Speed spans 65-97 base, fastest Luvdisc, slowest Alomomola.	data.js:trainers[231].hardcore	Measured	derived: team analysis; strategy_notes Inferred
232	Fisherman Nolan	NA	route	Route 21 South	normal	10	May	73	FALSE	10|Route 21 South|Fisherman Nolan	2	Cramorant:64:64:UNK:NONE:Modest:10/10/10/10/10/10:0/0/0/0/0/0:Hydro Pump,Surf,Amnesia,Drill Peck|Tatsugiri:63:63:Storm Drain:NONE:Quiet:10/10/10/10/10/10:0/0/0/0/0/0:Dragon Pulse,Mirror Coat,Nasty Plot,Muddy Water	Cramorant,Tatsugiri	64	63	Flying,Water,Psychic,Dragon	93.5	Cramorant	Tatsugiri	NONE	NONE	2 slots, levels 63-64. Offense covers 4 types. No weakness shared by half the team. Speed spans 82-105 base, fastest Cramorant, slowest Tatsugiri.	data.js:trainers[232].normal	Measured	derived: team analysis; strategy_notes Inferred
232	Fisherman Nolan	NA	route	Route 21 South	hardcore	10	May	73	FALSE	10|Route 21 South|Fisherman Nolan	2	Cramorant:64:64:UNK:NONE:Modest:10/10/10/10/10/10:0/0/0/0/0/0:Hydro Pump,Surf,Amnesia,Drill Peck|Tatsugiri:63:63:Storm Drain:NONE:Quiet:10/10/10/10/10/10:0/0/0/0/0/0:Dragon Pulse,Mirror Coat,Nasty Plot,Muddy Water	Cramorant,Tatsugiri	64	63	Flying,Water,Psychic,Dragon	93.5	Cramorant	Tatsugiri	NONE	NONE	2 slots, levels 63-64. Offense covers 4 types. No weakness shared by half the team. Speed spans 82-105 base, fastest Cramorant, slowest Tatsugiri.	data.js:trainers[232].hardcore	Measured	derived: team analysis; strategy_notes Inferred
233	Fisherman Andrew	NA	route	Route 12	normal	9	Koga	68	TRUE	9|Route 12|Fisherman Andrew	2	Froslass:65:104:Stakeout:Light Clay:Timid:31/31/31/31/31/31:0/0/0/252/4/252:Aurora Veil,Blizzard,Shadow Ball,Freeze-Dry|Arctozolt:65:104:Slush Rush:Magnet:Naive:31/31/31/31/31/31:0/252/0/0/4/252:Bolt Beak,Blizzard,Low Kick,Stone Edge	Froslass,Arctozolt	65	65	Fighting,Rock,Ghost,Electric,Ice	82.5	Froslass	Arctozolt	Rock,Fire	NONE	2 slots, levels 65-65. Offense covers 5 types. Shared weakness: Rock, Fire. Speed spans 55-110 base, fastest Froslass, slowest Arctozolt. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[233].normal	Measured	derived: team analysis; strategy_notes Inferred
233	Fisherman Andrew	NA	route	Route 12	hardcore	9	Koga	68	TRUE	9|Route 12|Fisherman Andrew	3	Froslass:66:101:Stakeout:Light Clay:Timid:31/31/31/31/31/31:0/0/0/0/0/0:Aurora Veil,Blizzard,Shadow Ball,Destiny Bond|Barbaracle:66:101:Infiltrator:White Herb:Jolly:31/31/31/31/31/31:0/0/0/0/0/0:Shell Smash,Liquidation,Close Combat,Stone Edge|Baxcalibur:66:101:Ice Body:Dragonium Z:Jolly:31/31/31/31/31/31:0/0/0/0/0/0:Dragon Dance,Icicle Crash,Glaive Rush,Earthquake	Froslass,Barbaracle,Baxcalibur	66	66	Fighting,Ground,Rock,Ghost,Water,Ice,Dragon	88.3	Froslass	Barbaracle	Rock,Steel,Fighting	NONE	3 slots, levels 66-66. Offense covers 7 types. Shared weakness: Rock, Steel, Fighting. Speed spans 68-110 base, fastest Froslass, slowest Barbaracle. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[233].hardcore	Measured	derived: team analysis; strategy_notes Inferred
234	SwimmerM Luis	NA	route	Cerulean City Gym	normal	2	Misty	27	FALSE	2|Cerulean City Gym|SwimmerM Luis	2	Shellder:19:19:Overcoat:NONE:Modest:10/10/10/10/10/10:0/0/0/0/0/0:Shell Smash,Hydro Pump,Ice Beam,Iron Defense|Tirtouga:20:20:Swift Swim:NONE:Quirky:10/10/10/10/10/10:0/0/0/0/0/0:Hydro Pump,Rain Dance,Rock Slide,Aqua Tail	Shellder,Tirtouga	20	19	Rock,Water,Ice	31.0	Shellder	Tirtouga	Grass,Electric	NONE	2 slots, levels 19-20. Offense covers 3 types. Shared weakness: Grass, Electric. Speed spans 22-40 base, fastest Shellder, slowest Tirtouga.	data.js:trainers[234].normal	Measured	derived: team analysis; strategy_notes Inferred
234	SwimmerM Luis	NA	route	Cerulean City Gym	hardcore	2	Misty	27	FALSE	2|Cerulean City Gym|SwimmerM Luis	2	Shellder:19:19:Overcoat:NONE:Modest:10/10/10/10/10/10:0/0/0/0/0/0:Shell Smash,Hydro Pump,Ice Beam,Iron Defense|Tirtouga:20:20:Swift Swim:NONE:Quirky:10/10/10/10/10/10:0/0/0/0/0/0:Hydro Pump,Rain Dance,Rock Slide,Aqua Tail	Shellder,Tirtouga	20	19	Rock,Water,Ice	31.0	Shellder	Tirtouga	Grass,Electric	NONE	2 slots, levels 19-20. Offense covers 3 types. Shared weakness: Grass, Electric. Speed spans 22-40 base, fastest Shellder, slowest Tirtouga.	data.js:trainers[234].hardcore	Measured	derived: team analysis; strategy_notes Inferred
235	SwimmerM Richard	NA	route	Route 19	normal	9	Koga	68	FALSE	9|Route 19|SwimmerM Richard	2	Dondozo:57:57:Water Veil:NONE:Serious:10/10/10/10/10/10:0/0/0/0/0/0:Wave Crash,Double-Edge,Heavy Slam,Sleep Talk|Cloyster:59:59:Battle Armor:NONE:Quirky:10/10/10/10/10/10:0/0/0/0/0/0:Shell Smash,Icicle Crash,Spikes,Ice Shard	Dondozo,Cloyster	59	57	Normal,Steel,Water,Ice	52.5	Cloyster	Dondozo	Grass,Electric	NONE	2 slots, levels 57-59. Offense covers 4 types. Shared weakness: Grass, Electric. Speed spans 35-70 base, fastest Cloyster, slowest Dondozo.	data.js:trainers[235].normal	Measured	derived: team analysis; strategy_notes Inferred
235	SwimmerM Richard	NA	route	Route 19	hardcore	9	Koga	68	FALSE	9|Route 19|SwimmerM Richard	2	Dondozo:57:57:Water Veil:NONE:Serious:10/10/10/10/10/10:0/0/0/0/0/0:Wave Crash,Double-Edge,Heavy Slam,Sleep Talk|Cloyster:59:59:Battle Armor:NONE:Quirky:10/10/10/10/10/10:0/0/0/0/0/0:Shell Smash,Icicle Crash,Spikes,Ice Shard	Dondozo,Cloyster	59	57	Normal,Steel,Water,Ice	52.5	Cloyster	Dondozo	Grass,Electric	NONE	2 slots, levels 57-59. Offense covers 4 types. Shared weakness: Grass, Electric. Speed spans 35-70 base, fastest Cloyster, slowest Dondozo.	data.js:trainers[235].hardcore	Measured	derived: team analysis; strategy_notes Inferred
236	SwimmerM Reece	NA	route	Route 19	normal	9	Koga	68	FALSE	9|Route 19|SwimmerM Reece	3	Seaking:58:58:Rain Dish:NONE:Naughty:10/10/10/10/10/10:0/0/0/0/0/0:Fishious Rend,Soak,Waterfall,Agility|Sharpedo:58:58:Iron Barbs:NONE:Hasty:10/10/10/10/10/10:0/0/0/0/0/0:Aqua Fang,Taunt,Skull Bash,Agility|Starmie:58:58:Analytic:NONE:Jolly:10/10/10/10/10/10:0/0/0/0/0/0:Meteor Beam,Confuse Ray,Psybeam,Recover	Seaking,Sharpedo,Starmie	58	58	Normal,Rock,Water,Psychic	92.7	Starmie	Seaking	Grass,Electric,Bug	NONE	3 slots, levels 58-58. Offense covers 4 types. Shared weakness: Grass, Electric, Bug. Speed spans 68-115 base, fastest Starmie, slowest Seaking.	data.js:trainers[236].normal	Measured	derived: team analysis; strategy_notes Inferred
236	SwimmerM Reece	NA	route	Route 19	hardcore	9	Koga	68	FALSE	9|Route 19|SwimmerM Reece	3	Seaking:58:58:Rain Dish:NONE:Naughty:10/10/10/10/10/10:0/0/0/0/0/0:Fishious Rend,Soak,Waterfall,Agility|Sharpedo:58:58:Iron Barbs:NONE:Hasty:10/10/10/10/10/10:0/0/0/0/0/0:Aqua Fang,Taunt,Skull Bash,Agility|Starmie:58:58:Analytic:NONE:Jolly:10/10/10/10/10/10:0/0/0/0/0/0:Meteor Beam,Confuse Ray,Psybeam,Recover	Seaking,Sharpedo,Starmie	58	58	Normal,Rock,Water,Psychic	92.7	Starmie	Seaking	Grass,Electric,Bug	NONE	3 slots, levels 58-58. Offense covers 4 types. Shared weakness: Grass, Electric, Bug. Speed spans 68-115 base, fastest Starmie, slowest Seaking.	data.js:trainers[236].hardcore	Measured	derived: team analysis; strategy_notes Inferred
237	SwimmerM Matthew	NA	route	Route 19	normal	10	May	73	FALSE	10|Route 19|SwimmerM Matthew	2	Poliwhirl:63:63:Swift Swim:NONE:Naughty:10/10/10/10/10/10:0/0/0/0/0/0:Mud Bomb,Hydro Pump,Wake-Up Slap,Belly Drum|Slowbro:63:63:Oblivious:NONE:Modest:10/10/10/10/10/10:0/0/0/0/0/0:Psych Up,Rain Dance,Psychic,Amnesia	Poliwhirl,Slowbro	63	63	Fighting,Ground,Water,Psychic	60.0	Poliwhirl	Slowbro	Grass,Electric	NONE	2 slots, levels 63-63. Offense covers 4 types. Shared weakness: Grass, Electric. Speed spans 30-90 base, fastest Poliwhirl, slowest Slowbro.	data.js:trainers[237].normal	Measured	derived: team analysis; strategy_notes Inferred
237	SwimmerM Matthew	NA	route	Route 19	hardcore	10	May	73	FALSE	10|Route 19|SwimmerM Matthew	2	Poliwhirl:63:63:Swift Swim:NONE:Naughty:10/10/10/10/10/10:0/0/0/0/0/0:Mud Bomb,Hydro Pump,Wake-Up Slap,Belly Drum|Slowbro:63:63:Oblivious:NONE:Modest:10/10/10/10/10/10:0/0/0/0/0/0:Psych Up,Rain Dance,Psychic,Amnesia	Poliwhirl,Slowbro	63	63	Fighting,Ground,Water,Psychic	60.0	Poliwhirl	Slowbro	Grass,Electric	NONE	2 slots, levels 63-63. Offense covers 4 types. Shared weakness: Grass, Electric. Speed spans 30-90 base, fastest Poliwhirl, slowest Slowbro.	data.js:trainers[237].hardcore	Measured	derived: team analysis; strategy_notes Inferred
238	SwimmerM Douglas	NA	boss_candidate	Route 19	normal	10	May	73	FALSE	10|Route 19|SwimmerM Douglas	4	Azumarill:61:61:Sap Sipper:NONE:Lax:10/10/10/10/10/10:0/0/0/0/0/0:Hydro Pump,Superpower,Double-Edge,Rain Dance|Tentacruel:61:61:Clear Body:NONE:Timid:10/10/10/10/10/10:0/0/0/0/0/0:Hydro Pump,Sludge Wave,Hex,Screech|Toedscruel:62:62:UNK:NONE:Brave:10/10/10/10/10/10:0/0/0/0/0/0:Power Whip,Earth Power,Giga Drain,Spore|Lumineon:63:63:Dazzling:NONE:Jolly:10/10/10/10/10/10:0/0/0/0/0/0:Hurricane,Tail Glow,Bounce,U-turn	Azumarill,Tentacruel,Toedscruel,Lumineon	63	61	Normal,Fighting,Flying,Poison,Ground,Bug,Ghost,Water,Grass	87.8	Lumineon	Azumarill	Grass,Electric	NONE	4 slots, levels 61-63. Offense covers 9 types. Shared weakness: Grass, Electric. Speed spans 50-101 base, fastest Lumineon, slowest Azumarill.	data.js:trainers[238].normal	Measured	derived: team analysis; strategy_notes Inferred
238	SwimmerM Douglas	NA	boss_candidate	Route 19	hardcore	10	May	73	FALSE	10|Route 19|SwimmerM Douglas	4	Azumarill:61:61:Sap Sipper:NONE:Lax:10/10/10/10/10/10:0/0/0/0/0/0:Hydro Pump,Superpower,Double-Edge,Rain Dance|Tentacruel:61:61:Clear Body:NONE:Timid:10/10/10/10/10/10:0/0/0/0/0/0:Hydro Pump,Sludge Wave,Hex,Screech|Toedscruel:62:62:UNK:NONE:Brave:10/10/10/10/10/10:0/0/0/0/0/0:Power Whip,Earth Power,Giga Drain,Spore|Lumineon:63:63:Dazzling:NONE:Jolly:10/10/10/10/10/10:0/0/0/0/0/0:Hurricane,Tail Glow,Bounce,U-turn	Azumarill,Tentacruel,Toedscruel,Lumineon	63	61	Normal,Fighting,Flying,Poison,Ground,Bug,Ghost,Water,Grass	87.8	Lumineon	Azumarill	Grass,Electric	NONE	4 slots, levels 61-63. Offense covers 9 types. Shared weakness: Grass, Electric. Speed spans 50-101 base, fastest Lumineon, slowest Azumarill.	data.js:trainers[238].hardcore	Measured	derived: team analysis; strategy_notes Inferred
239	SwimmerM David	NA	route	Route 19	normal	10	May	73	FALSE	10|Route 19|SwimmerM David	3	Gyarados:62:62:Moxie:NONE:Rash:10/10/10/10/10/10:0/0/0/0/0/0:Dragon Dance,Bounce,Hyper Beam,Rain Dance|Dewgong:63:63:Thick Fat:NONE:Serious:10/10/10/10/10/10:0/0/0/0/0/0:Snowscape,Safeguard,Aqua Tail,Dive|Lanturn:62:62:Water Absorb:NONE:Adamant:10/10/10/10/10/10:0/0/0/0/0/0:Charge,Parabolic Charge,Ion Deluge,Hydro Pump	Gyarados,Dewgong,Lanturn	63	62	Normal,Flying,Water,Electric	72.7	Gyarados	Lanturn	Rock,Electric,Grass	NONE	3 slots, levels 62-63. Offense covers 4 types. Shared weakness: Rock, Electric, Grass. Speed spans 67-81 base, fastest Gyarados, slowest Lanturn.	data.js:trainers[239].normal	Measured	derived: team analysis; strategy_notes Inferred
239	SwimmerM David	NA	route	Route 19	hardcore	10	May	73	FALSE	10|Route 19|SwimmerM David	3	Gyarados:62:62:Moxie:NONE:Rash:10/10/10/10/10/10:0/0/0/0/0/0:Dragon Dance,Bounce,Hyper Beam,Rain Dance|Dewgong:63:63:Thick Fat:NONE:Serious:10/10/10/10/10/10:0/0/0/0/0/0:Snowscape,Safeguard,Aqua Tail,Dive|Lanturn:62:62:Water Absorb:NONE:Adamant:10/10/10/10/10/10:0/0/0/0/0/0:Charge,Parabolic Charge,Ion Deluge,Hydro Pump	Gyarados,Dewgong,Lanturn	63	62	Normal,Flying,Water,Electric	72.7	Gyarados	Lanturn	Rock,Electric,Grass	NONE	3 slots, levels 62-63. Offense covers 4 types. Shared weakness: Rock, Electric, Grass. Speed spans 67-81 base, fastest Gyarados, slowest Lanturn.	data.js:trainers[239].hardcore	Measured	derived: team analysis; strategy_notes Inferred
240	SwimmerM Tony	NA	route	Route 19	normal	10	May	73	FALSE	10|Route 19|SwimmerM Tony	2	Seadra:61:61:Damp:NONE:Naive:10/10/10/10/10/10:0/0/0/0/0/0:Dragon Dance,Dragon Pulse,Agility,Brine|Samurott:63:63:Sharpness:NONE:Sassy:10/10/10/10/10/10:0/0/0/0/0/0:Shell Smash,Razor Shell,Sacred Sword,Hydro Pump	Seadra,Samurott	63	61	Fighting,Water,Dragon	87.5	Samurott	Seadra	Electric	NONE	2 slots, levels 61-63. Offense covers 3 types. Shared weakness: Electric. Speed spans 85-90 base, fastest Samurott, slowest Seadra.	data.js:trainers[240].normal	Measured	derived: team analysis; strategy_notes Inferred
240	SwimmerM Tony	NA	route	Route 19	hardcore	10	May	73	FALSE	10|Route 19|SwimmerM Tony	2	Seadra:61:61:Damp:NONE:Naive:10/10/10/10/10/10:0/0/0/0/0/0:Dragon Dance,Dragon Pulse,Agility,Brine|Samurott:63:63:Sharpness:NONE:Sassy:10/10/10/10/10/10:0/0/0/0/0/0:Shell Smash,Razor Shell,Sacred Sword,Hydro Pump	Seadra,Samurott	63	61	Fighting,Water,Dragon	87.5	Samurott	Seadra	Electric	NONE	2 slots, levels 61-63. Offense covers 3 types. Shared weakness: Electric. Speed spans 85-90 base, fastest Samurott, slowest Seadra.	data.js:trainers[240].hardcore	Measured	derived: team analysis; strategy_notes Inferred
241	SwimmerM Axle	NA	boss_candidate	Route 19	normal	10	May	73	FALSE	10|Route 19|SwimmerM Axle	5	Tentacool:64:64:Rain Dish:NONE:Bold:10/10/10/10/10/10:0/0/0/0/0/0:Wring Out,Hydro Pump,Sludge Wave,Hex|Tentacruel:63:63:Rain Dish:NONE:Quiet:10/10/10/10/10/10:0/0/0/0/0/0:Hydro Pump,Sludge Wave,Hex,Screech|Pelipper:62:62:Drizzle:NONE:Adamant:10/10/10/10/10/10:0/0/0/0/0/0:Hurricane,Hydro Pump,Roost,Spit Up|Starmie:62:62:Analytic:NONE:Calm:10/10/10/10/10/10:0/0/0/0/0/0:Meteor Beam,Confuse Ray,Psybeam,Recover|Cloyster:61:61:Overcoat:NONE:Lonely:10/10/10/10/10/10:0/0/0/0/0/0:Shell Smash,Icicle Crash,Spikes,Ice Shard	Tentacool,Tentacruel,Pelipper,Starmie,Cloyster	64	61	Normal,Flying,Poison,Rock,Ghost,Water,Psychic,Ice	84.0	Starmie	Pelipper	Electric	NONE	5 slots, levels 61-64. Offense covers 8 types. Shared weakness: Electric. Speed spans 65-115 base, fastest Starmie, slowest Pelipper.	data.js:trainers[241].normal	Measured	derived: team analysis; strategy_notes Inferred
241	SwimmerM Axle	NA	boss_candidate	Route 19	hardcore	10	May	73	FALSE	10|Route 19|SwimmerM Axle	5	Tentacool:64:64:Rain Dish:NONE:Bold:10/10/10/10/10/10:0/0/0/0/0/0:Wring Out,Hydro Pump,Sludge Wave,Hex|Tentacruel:63:63:Rain Dish:NONE:Quiet:10/10/10/10/10/10:0/0/0/0/0/0:Hydro Pump,Sludge Wave,Hex,Screech|Pelipper:62:62:Drizzle:NONE:Adamant:10/10/10/10/10/10:0/0/0/0/0/0:Hurricane,Hydro Pump,Roost,Spit Up|Starmie:62:62:Analytic:NONE:Calm:10/10/10/10/10/10:0/0/0/0/0/0:Meteor Beam,Confuse Ray,Psybeam,Recover|Cloyster:61:61:Overcoat:NONE:Lonely:10/10/10/10/10/10:0/0/0/0/0/0:Shell Smash,Icicle Crash,Spikes,Ice Shard	Tentacool,Tentacruel,Pelipper,Starmie,Cloyster	64	61	Normal,Flying,Poison,Rock,Ghost,Water,Psychic,Ice	84.0	Starmie	Pelipper	Electric	NONE	5 slots, levels 61-64. Offense covers 8 types. Shared weakness: Electric. Speed spans 65-115 base, fastest Starmie, slowest Pelipper.	data.js:trainers[241].hardcore	Measured	derived: team analysis; strategy_notes Inferred
